Year,Commodity Code,Crop Name,County Code,County,Harvested Acres,Yield,Production,Price P/U,Unit,Value,,,,,
2021,409999,"Cattle & Calves, Unspecified",5,Amador,,,,,,11097000,,,,,
2021,409999,"Cattle & Calves, Unspecified",7,Butte,,,,,,11880000,,,,,
2021,409999,"Cattle & Calves, Unspecified",9,Calaveras,,,,,,7988000,,,,,
2021,409999,"Cattle & Calves, Unspecified",11,Colusa,,,,,,22704000,,,,,
2021,409999,"Cattle & Calves, Unspecified",13,Contra Costa,,,,,,25806000,,,,,
2021,409999,"Cattle & Calves, Unspecified",17,El Dorado,,,,,,9399000,,,,,
2021,409999,"Cattle & Calves, Unspecified",21,Glenn,,,,,,5586000,,,,,
2021,409999,"Cattle & Calves, Unspecified",27,Inyo,,,,,,9268000,,,,,
2021,409999,"Cattle & Calves, Unspecified",29,Kern,,,,,,207214000,,,,,
2021,409999,"Cattle & Calves, Unspecified",31,Kings,,,,,,172131000,,,,,
2021,409999,"Cattle & Calves, Unspecified",33,Lake,,,,,,1230000,,,,,
2021,409999,"Cattle & Calves, Unspecified",39,Madera,,,,,,51758000,,,,,
2021,409999,"Cattle & Calves, Unspecified",41,Marin,,,,,,13900000,,,,,
2021,409999,"Cattle & Calves, Unspecified",43,Mariposa,,,,,,25062000,,,,,
2021,409999,"Cattle & Calves, Unspecified",45,Mendocino,,,,,,17498000,,,,,
2021,409999,"Cattle & Calves, Unspecified",47,Merced,,,,,,258246000,,,,,
2021,409999,"Cattle & Calves, Unspecified",49,Modoc,,,,,,70800000,,,,,
2021,409999,"Cattle & Calves, Unspecified",51,Mono,,,,,,10148000,,,,,
2021,409999,"Cattle & Calves, Unspecified",53,Monterey,,,,,,24881000,,,,,
2021,409999,"Cattle & Calves, Unspecified",55,Napa,,,,,,1388000,,,,,
2021,409999,"Cattle & Calves, Unspecified",57,Nevada,,,,,,7611000,,,,,
2021,409999,"Cattle & Calves, Unspecified",61,Placer,,,,,,11872000,,,,,
2021,409999,"Cattle & Calves, Unspecified",63,Plumas,,,,,,11320000,,,,,
2021,409999,"Cattle & Calves, Unspecified",65,Riverside,,,,,,11500000,,,,,
2021,409999,"Cattle & Calves, Unspecified",67,Sacramento,,,,,,15604000,,,,,
2021,409999,"Cattle & Calves, Unspecified",69,San Benito,,,,,,21489000,,,,,
2021,409999,"Cattle & Calves, Unspecified",71,San Bernardino,,,,,,28391000,,,,,
2021,409999,"Cattle & Calves, Unspecified",73,San Diego,,,,,,13992000,,,,,
2021,409999,"Cattle & Calves, Unspecified",77,San Joaquin,,,,,,111616000,,,,,
2021,409999,"Cattle & Calves, Unspecified",79,San Luis Obispo,,,,,,39754000,,,,,
2021,409999,"Cattle & Calves, Unspecified",81,San Mateo,,,,,,2924000,,,,,
2021,409999,"Cattle & Calves, Unspecified",83,Santa Barbara,,,,,,27743000,,,,,
2021,409999,"Cattle & Calves, Unspecified",85,Santa Clara,,,,,,4257000,,,,,
2021,409999,"Cattle & Calves, Unspecified",89,Shasta,,,,,,15936000,,,,,
2021,409999,"Cattle & Calves, Unspecified",91,Sierra,,,,,,5266000,,,,,
2021,409999,"Cattle & Calves, Unspecified",93,Siskiyou,,,,,,24290000,,,,,
2021,409999,"Cattle & Calves, Unspecified",95,Solano,,,,,,31882000,,,,,
2021,409999,"Cattle & Calves, Unspecified",97,Sonoma,,,,,,20516000,,,,,
2021,409999,"Cattle & Calves, Unspecified",99,Stanislaus,,,,,,161971000,,,,,
2021,409999,"Cattle & Calves, Unspecified",101,Sutter,,,,,,2906000,,,,,
2021,409999,"Cattle & Calves, Unspecified",103,Tehama,,,,,,5778000,,,,,
2021,409999,"Cattle & Calves, Unspecified",107,Tulare,,,,,,633600000,,,,,
2021,409999,"Cattle & Calves, Unspecified",109,Tuolumne,,,,,,5233000,,,,,
2021,409999,"Cattle & Calves, Unspecified",113,Yolo,,,,,,14811000,,,,,
2021,409999,"Cattle & Calves, Unspecified",998,Sum of Others,,,,,,663000,,,,,
2021,409999,"Cattle & Calves, Unspecified",999,State Total,,,,,,2201771000,,,,,
2021,314999,"Cauliflower, Unspecified",25,Imperial,5740,14.15,81200,744.78,Tons,60476000,,,,,
2021,314999,"Cauliflower, Unspecified",53,Monterey,18400,9.84,181000,861.78,Tons,155983000,,,,,
2021,314999,"Cauliflower, Unspecified",65,Riverside,1380,7.39,10200,1300.69,Tons,13267000,,,,,
2021,314999,"Cauliflower, Unspecified",79,San Luis Obispo,3200,10.81,34600,701.5,Tons,24272000,,,,,
2021,314999,"Cauliflower, Unspecified",83,Santa Barbara,12500,8.08,101000,795.04,Tons,80299000,,,,,
2021,314999,"Cauliflower, Unspecified",998,Sum of Others,1050,,,,,8874000,,,,,
2021,314999,"Cauliflower, Unspecified",999,State Total,42270,9.9,408000,819.36,Tons,343171000,,,,,
2021,316999,"Celery, Unspecified",53,Monterey,9860,34.58,341000,430.03,Tons,146641000,,,,,
2021,316999,"Celery, Unspecified",65,Riverside,804,23.13,18600,400.43,Tons,7448000,,,,,
2021,316999,"Celery, Unspecified",69,San Benito,557,32.5,18100,320.06,Tons,5793000,,,,,
2021,316999,"Celery, Unspecified",79,San Luis Obispo,1010,28.02,28300,337.21,Tons,9543000,,,,,
2021,316999,"Celery, Unspecified",83,Santa Barbara,5990,25.71,154000,404.73,Tons,62328000,,,,,
2021,316999,"Celery, Unspecified",111,Ventura,14300,31.96,457000,248.05,Tons,113358000,,,,,
2021,316999,"Celery, Unspecified",998,Sum of Others,1570,,,,,25251000,,,,,
2021,316999,"Celery, Unspecified",999,State Total,34091,31.27,1017000,339.34,Tons,370362000,,,,,
2021,376999,Swiss Chard,53,Monterey,1040,5.06,5260,2289.92,Tons,12045000,,,,,
2021,376999,Swiss Chard,998,Sum of Others,4280,,,,,19619000,,,,,
2021,376999,Swiss Chard,999,State Total,5320,5.06,5260,2289.92,Tons,31664000,,,,,
2021,213199,"Cherries, Sweet",13,Contra Costa,1010,1.76,1780,4327.53,Tons,7703000,,,,,
2021,213199,"Cherries, Sweet",17,El Dorado,50,0.92,46,7000,Tons,322000,,,,,
2021,213199,"Cherries, Sweet",19,Fresno,4460,3.3,14700,3688.98,Tons,54228000,,,,,
2021,213199,"Cherries, Sweet",29,Kern,3230,3.16,10200,3846.76,Tons,39237000,,,,,
2021,213199,"Cherries, Sweet",31,Kings,2060,3.8,7830,3690.93,Tons,28900000,,,,,
2021,213199,"Cherries, Sweet",39,Madera,590,4.2,2480,4696.37,Tons,11647000,,,,,
2021,213199,"Cherries, Sweet",65,Riverside,10,1,10,3710,Tons,37100,,,,,
2021,213199,"Cherries, Sweet",67,Sacramento,1490,4.22,6280,3273.41,Tons,20557000,,,,,
2021,213199,"Cherries, Sweet",69,San Benito,510,5.55,2830,1305.3,Tons,3694000,,,,,
2021,213199,"Cherries, Sweet",77,San Joaquin,20400,4.02,81900,3907.07,Tons,319989000,,,,,
2021,213199,"Cherries, Sweet",85,Santa Clara,888,2.65,2350,3076.17,Tons,7229000,,,,,
2021,213199,"Cherries, Sweet",99,Stanislaus,3600,,,,,59735000,,,,,
2021,213199,"Cherries, Sweet",107,Tulare,3120,1.77,5520,3559.96,Tons,19651000,,,,,
2021,213199,"Cherries, Sweet",998,Sum of Others,2700,,,,,26541000,,,,,
2021,213199,"Cherries, Sweet",999,State Total,44118,3.59,135926,3775.54,Tons,599470100,,,,,
2021,,"Chickens, All",47,Merced,,,,,,276215000,,,,,
2021,,"Chickens, All",71,San Bernardino,,,,,,1772000,,,,,
2021,,"Chickens, All",73,San Diego,,,,,,3980000,,,,,
2021,,"Chickens, All",77,San Joaquin,,,,,,2224000,,,,,
2021,,"Chickens, All",998,Sum of Others,,,,,,485097000,,,,,
2021,,"Chickens, All",999,State Total,,,,,,769288000,,,,,
2021,604999,"Chickens, Broilers, Fryers",47,Merced,,,,,,276215000,,,,,
2021,604999,"Chickens, Broilers, Fryers",77,San Joaquin,,,,,,2224000,,,,,
2021,604999,"Chickens, Broilers, Fryers",998,Sum of Others,,,,,,784000,,,,,
2021,604999,"Chickens, Broilers, Fryers",999,State Total,,,,,,279223000,,,,,
2021,601269,"Chickens, Pullets, Laying",71,San Bernardino,,,,,,1772000,,,,,
2021,601269,"Chickens, Pullets, Laying",999,State Total,,,,,,1772000,,,,,
2021,609999,"Chickens, Unspecified",73,San Diego,,,,,,3980000,,,,,
2021,609999,"Chickens, Unspecified",998,Sum of Others,,,,,,484313000,,,,,
2021,609999,"Chickens, Unspecified",999,State Total,,,,,,488293000,,,,,
2021,851999,Christmas Trees & Cut Greens,45,Mendocino,,,,,,16000,,,,,
2021,851999,Christmas Trees & Cut Greens,57,Nevada,,,,,,89000,,,,,
2021,851999,Christmas Trees & Cut Greens,71,San Bernardino,4,,,,,49900,,,,,
2021,851999,Christmas Trees & Cut Greens,81,San Mateo,167,,,,,499000,,,,,
2021,851999,Christmas Trees & Cut Greens,85,Santa Clara,261,,,,,446000,,,,,
2021,851999,Christmas Trees & Cut Greens,89,Shasta,,,,,,52000,,,,,
2021,851999,Christmas Trees & Cut Greens,93,Siskiyou,,,,,,222000,,,,,
2021,851999,Christmas Trees & Cut Greens,97,Sonoma,,,,,,202000,,,,,
2021,851999,Christmas Trees & Cut Greens,998,Sum of Others,15,,,,,454000,,,,,
2021,851999,Christmas Trees & Cut Greens,999,State Total,447,,,,,2029900,,,,,
2021,939999,"Forest Products, Unspecified",17,El Dorado,,,,,,1837000,,,,,
2021,939999,"Forest Products, Unspecified",21,Glenn,,,,,,13000,,,,,
2021,939999,"Forest Products, Unspecified",49,Modoc,,,,,,1540,,,,,
2021,939999,"Forest Products, Unspecified",61,Placer,,,,,,315000,,,,,
2021,939999,"Forest Products, Unspecified",63,Plumas,,,,,,94800,,,,,
2021,939999,"Forest Products, Unspecified",65,Riverside,2,,,,,50000,,,,,
2021,939999,"Forest Products, Unspecified",91,Sierra,,,,,,19800,,,,,
2021,939999,"Forest Products, Unspecified",999,State Total,2,,,,,2331140,,,,,
2021,939999,"Forest Products, Unspecified",9,Calaveras,,,,,,1220,,,,,
2021,939999,"Forest Products, Unspecified",17,El Dorado,,,,,,36500,,,,,
2021,939999,"Forest Products, Unspecified",999,State Total,,,,,,37720,,,,,
2021,398559,Cilantro,53,Monterey,1280,7.16,9160,1189.96,Tons,10900000,,,,,
2021,398559,Cilantro,79,San Luis Obispo,1300,6.81,8850,1148.14,Tons,10161000,,,,,
2021,398559,Cilantro,111,Ventura,3680,9.56,35200,688.35,Tons,24230000,,,,,
2021,398559,Cilantro,998,Sum of Others,1480,,,,,15223000,,,,,
2021,398559,Cilantro,999,State Total,7740,8.5,53210,851.18,Tons,60514000,,,,,
2021,,"Citrus, All",7,Butte,150,,,,,1287000,,,,,
2021,,"Citrus, All",19,Fresno,61400,,,,,518151000,,,,,
2021,,"Citrus, All",53,Monterey,1320,,,,,35604000,,,,,
2021,,"Citrus, All",61,Placer,274,,,,,4028000,,,,,
2021,,"Citrus, All",65,Riverside,19400,,,,,127473000,,,,,
2021,,"Citrus, All",79,San Luis Obispo,2040,,,,,18583000,,,,,
2021,,"Citrus, All",83,Santa Barbara,1520,,,,,13632000,,,,,
2021,,"Citrus, All",99,Stanislaus,586,,,,,4831000,,,,,
2021,,"Citrus, All",107,Tulare,136000,,,,,2035775000,,,,,
2021,,"Citrus, All",111,Ventura,23000,,,,,282435000,,,,,
2021,,"Citrus, All",998,Sum of Others,91800,,,,,1573268000,,,,,
2021,,"Citrus, All",999,State Total,337490,,,,,4615067000,,,,,
2021,209999,"Citrus, Unspecified",7,Butte,150,4.7,705,1825.53,Tons,1287000,,,,,
2021,209999,"Citrus, Unspecified",19,Fresno,2070,16.14,33400,610.99,Tons,20407000,,,,,
2021,209999,"Citrus, Unspecified",65,Riverside,1700,10.12,17200,11.98,Tons,206000,,,,,
2021,209999,"Citrus, Unspecified",71,San Bernardino,16,7.38,118,2771.19,Tons,327000,,,,,
2021,209999,"Citrus, Unspecified",99,Stanislaus,586,,,,,4831000,,,,,
2021,209999,"Citrus, Unspecified",998,Sum of Others,319,,,,,1772000,,,,,
2021,209999,"Citrus, Unspecified",999,State Total,4841,13.06,51423,432.24,Tons,28830000,,,,,
2021,208059,"Citrus, By-Products, Misc.",25,Imperial,,,,,,2117000,,,,,
2021,208059,"Citrus, By-Products, Misc.",29,Kern,,,558000,30.24,Tons,16874000,,,,,
2021,208059,"Citrus, By-Products, Misc.",999,State Total,,,558000,30.24,NA,18991000,,,,,
2021,,"Corn, All",11,Colusa,2550,,,,,4346000,,,,,
2021,,"Corn, All",19,Fresno,25500,,,,,36600000,,,,,
2021,,"Corn, All",21,Glenn,10400,,,,,16202000,,,,,
2021,,"Corn, All",31,Kings,45000,,,,,79294000,,,,,
2021,,"Corn, All",47,Merced,92200,,,,,142472000,,,,,
2021,,"Corn, All",65,Riverside,780,,,,,1605000,,,,,
2021,,"Corn, All",67,Sacramento,21000,,,,,27490000,,,,,
2021,,"Corn, All",71,San Bernardino,1100,,,,,1038000,,,,,
2021,,"Corn, All",77,San Joaquin,65500,,,,,73020000,,,,,
2021,,"Corn, All",95,Solano,2290,,,,,2644000,,,,,
2021,,"Corn, All",97,Sonoma,99,,,,,86400,,,,,
2021,,"Corn, All",99,Stanislaus,55700,,,,,94190000,,,,,
2021,,"Corn, All",101,Sutter,5630,,,,,7020000,,,,,
2021,,"Corn, All",107,Tulare,121000,,,,,181792000,,,,,
2021,,"Corn, All",113,Yolo,4730,,,,,7270000,,,,,
2021,,"Corn, All",998,Sum of Others,50800,,,,,77167000,,,,,
2021,,"Corn, All",999,State Total,504279,,,,,752236400,,,,,
2021,111991,"Corn, Grain",11,Colusa,2550,7.18,18300,237.49,Tons,4346000,,,,,
2021,111991,"Corn, Grain",21,Glenn,9860,6.55,64600,239.91,Tons,15498000,,,,,
2021,111991,"Corn, Grain",47,Merced,3560,4.47,15900,354.91,Tons,5643000,,,,,
2021,111991,"Corn, Grain",67,Sacramento,12300,5.69,70000,235.46,Tons,16482000,,,,,
2021,111991,"Corn, Grain",77,San Joaquin,18100,4.92,89000,221.63,Tons,19725000,,,,,
2021,111991,"Corn, Grain",95,Solano,2290,6.03,13800,191.59,Tons,2644000,,,,,
2021,111991,"Corn, Grain",101,Sutter,5630,6.93,39000,180,Tons,7020000,,,,,
2021,111991,"Corn, Grain",103,Tehama,502,6.22,3120,207.37,Tons,647000,,,,,
2021,111991,"Corn, Grain",107,Tulare,1270,4.62,5870,342.08,Tons,2008000,,,,,
2021,111991,"Corn, Grain",113,Yolo,4730,6.89,32600,223.01,Tons,7270000,,,,,
2021,111991,"Corn, Grain",998,Sum of Others,8640,,,,,8029000,,,,,
2021,111991,"Corn, Grain",999,State Total,69432,5.79,352190,230.79,Tons,89312000,,,,,
2021,111992,"Corn, Silage",19,Fresno,25500,23.53,6E+05,61,Tons,36600000,,,,,
2021,111992,"Corn, Silage",21,Glenn,518,22.97,11900,59.16,Tons,704000,,,,,
2021,111992,"Corn, Silage",31,Kings,45000,25.31,1139000,69.62,Tons,79294000,,,,,
2021,111992,"Corn, Silage",39,Madera,16700,27.13,453000,62.01,Tons,28090000,,,,,
2021,111992,"Corn, Silage",47,Merced,88700,26.94,2390000,57.25,Tons,136829000,,,,,
2021,111992,"Corn, Silage",65,Riverside,780,30,23400,68.59,Tons,1605000,,,,,
2021,111992,"Corn, Silage",67,Sacramento,8760,26.48,232000,47.45,Tons,11008000,,,,,
2021,111992,"Corn, Silage",71,San Bernardino,1100,15.91,17500,59.31,Tons,1038000,,,,,
2021,111992,"Corn, Silage",77,San Joaquin,47400,27.57,1307000,40.78,Tons,53295000,,,,,
2021,111992,"Corn, Silage",97,Sonoma,99,14.54,1440,60,Tons,86400,,,,,
2021,111992,"Corn, Silage",99,Stanislaus,55700,27.25,1518000,62.05,Tons,94190000,,,,,
2021,111992,"Corn, Silage",107,Tulare,120000,22,2640000,68.1,Tons,179784000,,,,,
2021,111992,"Corn, Silage",998,Sum of Others,25000,,,,,40402000,,,,,
2021,111992,"Corn, Silage",999,State Total,435257,25.19,10333240,60.24,Tons,662925400,,,,,
2021,323999,"Corn, Sweet, All",13,Contra Costa,3040,10.86,33000,573.24,Tons,18917000,,,,,
2021,323999,"Corn, Sweet, All",19,Fresno,6480,7.41,48000,691,Tons,33168000,,,,,
2021,323999,"Corn, Sweet, All",25,Imperial,8050,9.24,74400,412.63,Tons,30700000,,,,,
2021,323999,"Corn, Sweet, All",65,Riverside,2280,9.47,21600,711.76,Tons,15374000,,,,,
2021,323999,"Corn, Sweet, All",71,San Bernardino,73,5.67,414,533.82,Tons,221000,,,,,
2021,323999,"Corn, Sweet, All",77,San Joaquin,3600,4.5,16200,219.75,Tons,3560000,,,,,
2021,323999,"Corn, Sweet, All",85,Santa Clara,1140,10.61,12100,606.61,Tons,7340000,,,,,
2021,323999,"Corn, Sweet, All",107,Tulare,133,11.28,1500,686.67,Tons,1030000,,,,,
2021,323999,"Corn, Sweet, All",998,Sum of Others,196,,,,,369000,,,,,
2021,323999,"Corn, Sweet, All",999,State Total,24992,8.36,207214,532.35,Tons,110679000,,,,,
2021,,"Cotton, Lint, All",21,Glenn,1900,0.75,1420,1403.52,Tons,1993000,,,,,
2021,,"Cotton, Lint, All",25,Imperial,2830,0.71,2000,2042.5,Tons,4085000,,,,,
2021,,"Cotton, Lint, All",29,Kern,8610,0.77,6650,4484.06,Tons,29819000,,,,,
2021,,"Cotton, Lint, All",31,Kings,44900,0.83,37100,4424.58,Tons,164152000,,,,,
2021,,"Cotton, Lint, All",47,Merced,20300,0.78,15800,4918.48,Tons,77712000,,,,,
2021,,"Cotton, Lint, All",65,Riverside,7060,,,,,9928000,,,,,
2021,,"Cotton, Lint, All",107,Tulare,11100,1.01,11200,2223.93,Tons,24908000,,,,,
2021,,"Cotton, Lint, All",998,Sum of Others,40700,,,,,128410000,,,,,
2021,,"Cotton, Lint, All",999,State Total,137400,0.83,74170,4080.75,Tons,441007000,,,,,
2021,121299,"Cotton Lint, Unspecified",107,Tulare,11100,1.01,11200,2223.93,Tons,24908000,,,,,
2021,121299,"Cotton Lint, Unspecified",998,Sum of Others,270,,,,,382000,,,,,
2021,121299,"Cotton Lint, Unspecified",999,State Total,11370,1.01,11200,2223.93,Tons,25290000,,,,,
2021,121229,"Cotton Lint, Pima",19,Fresno,37900,0.73,27700,4403.18,Tons,121968000,,,,,
2021,121229,"Cotton Lint, Pima",29,Kern,7660,0.75,5750,4758.96,Tons,27364000,,,,,
2021,121229,"Cotton Lint, Pima",31,Kings,37600,0.81,30400,4921.05,Tons,149600000,,,,,
2021,121229,"Cotton Lint, Pima",47,Merced,14400,0.76,11000,5592.46,Tons,61517000,,,,,
2021,121229,"Cotton Lint, Pima",998,Sum of Others,250,,,,,803000,,,,,
2021,121229,"Cotton Lint, Pima",999,State Total,97810,0.77,74850,4815.62,Tons,361252000,,,,,
2021,121219,"Cotton Lint, Upland",19,Fresno,2240,0.76,1700,3092.35,Tons,5257000,,,,,
2021,121219,"Cotton Lint, Upland",21,Glenn,1900,0.75,1420,1403.52,Tons,1993000,,,,,
2021,121219,"Cotton Lint, Upland",25,Imperial,2830,0.71,2000,2042.5,Tons,4085000,,,,,
2021,121219,"Cotton Lint, Upland",29,Kern,947,0.95,900,2727.78,Tons,2455000,,,,,
2021,121219,"Cotton Lint, Upland",31,Kings,7380,0.91,6740,2159.05,Tons,14552000,,,,,
2021,121219,"Cotton Lint, Upland",47,Merced,5900,0.81,4770,3395.18,Tons,16195000,,,,,
2021,121219,"Cotton Lint, Upland",65,Riverside,7060,,,,,9928000,,,,,
2021,121219,"Cotton Lint, Upland",999,State Total,28257,0.83,17530,2540.62,Tons,54465000,,,,,
2021,151999,"Seed, Cottonseed",19,Fresno,,,40800,450.56,Tons,18383000,,,,,
2021,151999,"Seed, Cottonseed",21,Glenn,,,2480,399.19,Tons,990000,,,,,
2021,151999,"Seed, Cottonseed",25,Imperial,,,2790,421.86,Tons,1177000,,,,,
2021,151999,"Seed, Cottonseed",29,Kern,,,9200,480.11,Tons,4417000,,,,,
2021,151999,"Seed, Cottonseed",31,Kings,,,61900,418.85,Tons,25927000,,,,,
2021,151999,"Seed, Cottonseed",47,Merced,,,9840,420.43,Tons,4137000,,,,,
2021,151999,"Seed, Cottonseed",65,Riverside,,,,,,3309000,,,,,
2021,151999,"Seed, Cottonseed",107,Tulare,,,18100,276.02,Tons,4996000,,,,,
2021,151999,"Seed, Cottonseed",998,Sum of Others,,,,,,107000,,,,,
2021,151999,"Seed, Cottonseed",999,State Total,,,145110,413.66,Tons,63443000,,,,,
2021,325999,Cucumbers,71,San Bernardino,5,6.8,34,8823.53,Tons,3E+05,,,,,
2021,325999,Cucumbers,73,San Diego,65,10.34,672,1687.5,NA,1134000,,,,,
2021,325999,Cucumbers,77,San Joaquin,3310,8.4,27800,293.27,Tons,8153000,,,,,
2021,325999,Cucumbers,111,Ventura,21,93.81,1970,1715.74,Tons,3380000,,,,,
2021,325999,Cucumbers,998,Sum of Others,76,,,,,1312000,,,,,
2021,325999,Cucumbers,999,State Total,3477,8.96,30476,425.48,Tons,14279000,,,,,
2021,224999,Dates,25,Imperial,3120,4.01,12500,2093.28,Tons,26166000,,,,,
2021,224999,Dates,65,Riverside,9000,,,,,83720000,,,,,
2021,224999,Dates,998,Sum of Others,31,,,,,1E+05,,,,,
2021,224999,Dates,999,State Total,12151,4.01,12500,2093.28,Tons,109986000,,,,,
2021,330999,"Eggplant, All",19,Fresno,830,12.65,10500,983.05,Tons,10322000,,,,,
2021,330999,"Eggplant, All",65,Riverside,265,17.51,4640,1149.35,Tons,5333000,,,,,
2021,330999,"Eggplant, All",998,Sum of Others,56,,,,,516000,,,,,
2021,330999,"Eggplant, All",999,State Total,1151,13.83,15140,1034.02,Tons,16171000,,,,,
2021,,"Eggs, Chicken, All",47,Merced,,,,,,69404000,,,,,
2021,,"Eggs, Chicken, All",57,Nevada,,,,,,163000,,,,,
2021,,"Eggs, Chicken, All",65,Riverside,,,,,,69377000,,,,,
2021,,"Eggs, Chicken, All",71,San Bernardino,,,,,,8251000,,,,,
2021,,"Eggs, Chicken, All",77,San Joaquin,,,,,,207583000,,,,,
2021,,"Eggs, Chicken, All",95,Solano,,,,,,581000,,,,,
2021,,"Eggs, Chicken, All",99,Stanislaus,,,,,,36157000,,,,,
2021,,"Eggs, Chicken, All",998,Sum of Others,,,,,,47524000,,,,,
2021,,"Eggs, Chicken, All",999,State Total,,,,,,439040000,,,,,
2021,651199,"Eggs, Chicken, Market",47,Merced,,,61284000,1.13,Doz,69404000,,,,,
2021,651199,"Eggs, Chicken, Market",65,Riverside,,,37100000,1.87,Doz,69377000,,,,,
2021,651199,"Eggs, Chicken, Market",99,Stanislaus,,,36357000,0.99,Doz,36157000,,,,,
2021,651199,"Eggs, Chicken, Market",999,State Total,,,134741000,1.3,Doz,174938000,,,,,
2021,651999,"Eggs, Chicken, Unspecified",57,Nevada,,,22300,7.31,doz,163000,,,,,
2021,651999,"Eggs, Chicken, Unspecified",71,San Bernardino,,,5302000,1.56,Doz,8251000,,,,,
2021,651999,"Eggs, Chicken, Unspecified",77,San Joaquin,,,59020000,3.52,Doz,207583000,,,,,
2021,651999,"Eggs, Chicken, Unspecified",95,Solano,,,112000,5.19,Doz,581000,,,,,
2021,651999,"Eggs, Chicken, Unspecified",998,Sum of Others,,,,,,47524000,,,,,
2021,651999,"Eggs, Chicken, Unspecified",999,State Total,,,64456300,3.36,doz,264102000,,,,,
2021,659999,"Eggs, Unspecified",27,Inyo,,,2100,5.95,Doz,12500,,,,,
2021,659999,"Eggs, Unspecified",29,Kern,,,,,,91564000,,,,,
2021,659999,"Eggs, Unspecified",63,Plumas,,,5020,4.64,Doz,23300,,,,,
2021,659999,"Eggs, Unspecified",99,Stanislaus,,,,,,3683000,,,,,
2021,659999,"Eggs, Unspecified",103,Tehama,,,,,,2443000,,,,,
2021,659999,"Eggs, Unspecified",998,Sum of Others,,,,,,136000,,,,,
2021,659999,"Eggs, Unspecified",999,State Total,,,7120,5.03,Doz,97861800,,,,,
2021,331999,"Endive, All",53,Monterey,288,10.1,2910,914.43,Tons,2661000,,,,,
2021,331999,"Endive, All",999,State Total,288,10.1,2910,914.43,Tons,2661000,,,,,
2021,332999,"Escarole, All",53,Monterey,155,10.19,1580,1032.91,Tons,1632000,,,,,
2021,332999,"Escarole, All",999,State Total,155,10.19,1580,1032.91,Tons,1632000,,,,,
2021,198999,"Field Crops, Unspecified",1,Alameda,419,,,,,4654000,,,,,
2021,198999,"Field Crops, Unspecified",5,Amador,545,,,,,267000,,,,,
2021,198999,"Field Crops, Unspecified",7,Butte,5570,,,,,7380000,,,,,
2021,198999,"Field Crops, Unspecified",9,Calaveras,354,,,,,49900,,,,,
2021,198999,"Field Crops, Unspecified",11,Colusa,,,,,,2E+06,,,,,
2021,198999,"Field Crops, Unspecified",13,Contra Costa,1860,,,,,1770000,,,,,
2021,198999,"Field Crops, Unspecified",27,Inyo,790,,,,,1108000,,,,,
2021,198999,"Field Crops, Unspecified",31,Kings,43500,,,,,28707000,,,,,
2021,198999,"Field Crops, Unspecified",43,Mariposa,,,,,,14900,,,,,
2021,198999,"Field Crops, Unspecified",45,Mendocino,,,,,,2150000,,,,,
2021,198999,"Field Crops, Unspecified",51,Mono,,,,,,860000,,,,,
2021,198999,"Field Crops, Unspecified",53,Monterey,3120,,,,,776000,,,,,
2021,198999,"Field Crops, Unspecified",61,Placer,4750,,,,,2432000,,,,,
2021,198999,"Field Crops, Unspecified",65,Riverside,825,,,,,693000,,,,,
2021,198999,"Field Crops, Unspecified",67,Sacramento,2770,,,,,2470000,,,,,
2021,198999,"Field Crops, Unspecified",69,San Benito,,,,,,708000,,,,,
2021,198999,"Field Crops, Unspecified",77,San Joaquin,300,,,,,250000,,,,,
2021,198999,"Field Crops, Unspecified",79,San Luis Obispo,2230,,,,,1699000,,,,,
2021,198999,"Field Crops, Unspecified",81,San Mateo,99,,,,,24000,,,,,
2021,198999,"Field Crops, Unspecified",83,Santa Barbara,1810,,,,,3371000,,,,,
2021,198999,"Field Crops, Unspecified",85,Santa Clara,224,,,,,90000,,,,,
2021,198999,"Field Crops, Unspecified",89,Shasta,,,,,,2496000,,,,,
2021,198999,"Field Crops, Unspecified",93,Siskiyou,,,,,,2435000,,,,,
2021,198999,"Field Crops, Unspecified",95,Solano,4670,,,,,4194000,,,,,
2021,198999,"Field Crops, Unspecified",97,Sonoma,,,,,,248000,,,,,
2021,198999,"Field Crops, Unspecified",99,Stanislaus,2230,,,,,13315000,,,,,
2021,198999,"Field Crops, Unspecified",107,Tulare,19900,,,,,13862000,,,,,
2021,198999,"Field Crops, Unspecified",111,Ventura,1410,,,,,2104000,,,,,
2021,198999,"Field Crops, Unspecified",113,Yolo,4020,,,,,10366000,,,,,
2021,198999,"Field Crops, Unspecified",115,Yuba,4240,,,,,11123000,,,,,
2021,198999,"Field Crops, Unspecified",998,Sum of Others,38400,,,,,41241000,,,,,
2021,198999,"Field Crops, Unspecified",999,State Total,144036,,,,,162857800,,,,,
2021,225999,"Figs, Dried",39,Madera,4700,2.13,10000,2804.1,Tons,28041000,,,,,
2021,225999,"Figs, Dried",998,Sum of Others,1970,,,,,16145000,,,,,
2021,225999,"Figs, Dried",999,State Total,6670,2.13,10000,2804.1,Tons,44186000,,,,,
2021,933179,"Forest Products, Firewood",29,Kern,,,2000,355,Cord,710000,,,,,
2021,933179,"Forest Products, Firewood",47,Merced,,,12700,244.41,Cord,3104000,,,,,
2021,933179,"Forest Products, Firewood",73,San Diego,,,,,,865000,,,,,
2021,933179,"Forest Products, Firewood",77,San Joaquin,,,92500,170,Cord,15725000,,,,,
