NAME,crop,year,AW,Total_Land,TW,Adjusted Price,Adjusted Total Production Value,Adjusted Gross Revenue
Fresno,Other Deciduous,2012,4.47,77800.0,347618.06,1285.8,8.40911,7444.79
Fresno,Other Deciduous,2012,4.47,77800.0,347618.06,1254.07,174.31551,11938.73
Fresno,Other Deciduous,2012,4.47,77800.0,347618.06,1317.47,9.61749,4518.92
Fresno,Other Deciduous,2012,4.47,77800.0,347618.06,632.92,26.89901,3329.18
Fresno,Other Deciduous,2012,4.47,77800.0,347618.06,3408.07,43.6233,5418.83
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1276.59,16.08491,25659.37
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1138.94,4.15716,3917.97
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,5158.98,60.87596,14909.44
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1199.45,118.26561,10375.21
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,435.45,9.53641,7393.95
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1277.48,175.01462,12774.79
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1716.72,40.85793,32171.29
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1311.51,7.98708,8210.06
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1203.31,8.13433,7328.16
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1130.22,85.21855,7606.4
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,1836.16,6.61017,4259.88
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,523.45,16.33159,3062.2
Fresno,Other Deciduous,2013,4.98,67600.0,336747.76,4259.08,52.38671,5621.98
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,1433.59,6.5085,24098.65
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,1626.85,12.62432,11176.47
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,7838.78,21.79181,6898.12
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,1466.0,156.86217,14528.08
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,476.2,10.47643,7704.94
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,1757.71,230.25949,17190.36
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,1374.93,3.7398,3217.33
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,1297.81,2.40095,6060.77
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,1474.72,7.88973,7447.31
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,1362.53,143.06605,13243.83
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,2899.79,8.75737,5074.63
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,719.65,25.97914,5526.91
Fresno,Other Deciduous,2014,5.05,64700.0,326725.13,3759.77,50.00487,5827.64
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,1692.72,17.94287,30418.19
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,1646.71,15.47907,10983.54
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,6046.09,41.23434,10701.58
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,1854.49,172.65262,16764.56
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,572.98,15.75684,10101.57
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,1660.38,264.00118,19277.07
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,1827.28,31.61208,28231.52
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,2000.46,6.98159,12582.89
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,1794.82,12.67149,12186.84
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,1659.14,141.1925,14550.65
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,2302.11,5.73225,4650.25
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,520.65,29.05237,6299.85
Fresno,Other Deciduous,2015,4.75,65800.0,312529.35,2060.23,29.25541,3337.59
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,1314.06,8.04207,12115.65
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,1525.35,19.82952,15131.45
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,4546.4,39.50823,10093.0
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,1505.57,152.06255,15763.32
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,606.95,14.93085,11058.62
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,1530.29,220.36202,16695.48
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,1561.22,36.2202,30178.37
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,1609.27,3.41164,7257.79
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,2435.13,24.27824,20235.92
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,1903.59,162.56693,17398.85
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,2689.9,7.77383,8015.91
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,447.81,17.46486,4500.53
Fresno,Other Deciduous,2016,4.81,95127.0,457405.67,2472.2,36.09412,4499.4
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,1819.92,7.71645,17544.01
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,1891.51,17.06134,13543.2
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,4133.95,55.80829,14138.12
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,2001.69,152.52867,15913.45
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,553.78,15.28409,9491.74
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,2019.99,232.29871,17594.1
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,1617.43,32.99559,37572.91
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,1018.63,6.99799,7874.02
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,2239.55,24.63508,19551.3
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,1668.7,122.98268,12882.36
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,2683.56,5.74282,5877.0
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,541.6,20.256,5676.0
Fresno,Other Deciduous,2017,3.42,90977.51,311204.15,2687.23,39.23365,4648.91
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,2665.81,20.10019,15941.56
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,5020.56,44.68297,10844.4
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,0.0,4.41054,0.0
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,1550.23,173.62607,18215.24
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,610.01,14.03015,9052.49
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,1625.88,252.0119,17266.88
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,1977.74,20.5685,26244.64
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,1364.14,8.59413,8512.27
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,1459.02,8.53529,6054.94
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,1493.8,123.387,11322.97
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,2109.65,4.45137,3670.79
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,1156.38,43.01746,12084.19
Fresno,Other Deciduous,2018,3.68,89845.0,330341.23,1559.88,24.022,2667.39
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,2066.59,18.97131,14362.83
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,3221.96,41.56321,8763.72
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,0.0,78.59119,0.0
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,1494.74,150.96854,15111.8
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,575.36,22.66901,11806.29
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,1373.74,207.43405,12968.06
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,1486.41,16.94511,23470.41
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,1022.56,7.90432,7669.17
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,1682.21,24.72842,17663.2
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,1406.95,134.22273,12310.83
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,2492.44,14.68046,12038.49
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,927.7,26.81038,5909.43
Fresno,Other Deciduous,2019,3.23,95943.0,310198.46,2424.82,45.82914,4534.42
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,2036.15,13.86622,9834.61
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,4980.48,48.31064,10160.17
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,0.0,114.37047,0.0
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,1857.38,185.73777,17682.24
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,559.93,16.40586,8774.12
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,1750.33,283.55417,18168.47
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,3767.71,47.47312,63222.22
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,1847.94,18.84903,17943.54
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,2223.21,186.08243,18252.53
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,2114.76,3.87003,2876.08
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,1041.04,55.90366,12648.6
Fresno,Other Deciduous,2020,3.55,62603.75,222040.48,1573.88,31.32016,2895.93
Fresno,Other Field Crops,1998,2.09,3600.0,7536.4,,,
Fresno,Other Field Crops,1999,3.08,7500.0,23136.9,,,
Fresno,Other Field Crops,2000,2.47,2700.0,6677.7,,,
Fresno,Other Field Crops,2001,2.9,2600.0,7531.8,,,
Fresno,Other Field Crops,2002,2.98,33100.0,98559.5,,,
Fresno,Other Field Crops,2003,2.84,20500.0,58163.4,,,
Fresno,Other Field Crops,2004,2.94,30400.0,89227.0,,,
Fresno,Other Field Crops,2005,2.5,40300.0,100903.9,,,
Fresno,Other Field Crops,2006,2.77,59400.0,164664.4,,,
Fresno,Other Field Crops,2007,3.2,34900.0,111652.2,,,
Fresno,Other Field Crops,2008,3.02,54100.0,163633.6,,,
Fresno,Other Field Crops,2009,3.13,75300.0,235679.7,,,
Fresno,Other Field Crops,2010,2.54,70900.0,179914.47,,,
Fresno,Other Field Crops,2011,2.94,63100.0,185313.75,,,
Fresno,Other Field Crops,2012,3.2,65700.0,210314.7,,,
Fresno,Other Field Crops,2013,3.21,40300.0,129223.93,,,
Fresno,Other Field Crops,2014,3.32,19900.0,66067.63,,,
Fresno,Other Field Crops,2015,3.15,35500.0,111963.69,,,
Fresno,Other Field Crops,2016,3.19,5213.0,16605.09,,,
Fresno,Other Field Crops,2017,3.27,1527.97,4989.9,,,
Fresno,Other Field Crops,2019,3.45,743.0,2563.77,,,
Fresno,Other Field Crops,2020,3.14,2265.32,7116.65,,,
Fresno,Pasture,1998,3.78,18400.0,69504.7,0.0,0.70949,0.0
Fresno,Pasture,1998,3.78,18400.0,69504.7,0.0,6.51728,0.0
Fresno,Pasture,1999,4.95,10100.0,50043.1,0.0,1.13322,0.0
Fresno,Pasture,1999,4.95,10100.0,50043.1,0.0,6.46712,0.0
Fresno,Pasture,2000,4.53,17700.0,80199.0,0.0,0.82903,0.0
Fresno,Pasture,2000,4.53,17700.0,80199.0,0.0,7.2595,0.0
Fresno,Pasture,2001,4.84,16700.0,80825.1,0.0,2.14053,0.0
Fresno,Pasture,2001,4.84,16700.0,80825.1,0.0,7.183,0.0
Fresno,Pasture,2002,5.13,10300.0,52819.8,0.0,2.42835,0.0
Fresno,Pasture,2002,5.13,10300.0,52819.8,0.0,7.138,0.0
Fresno,Pasture,2003,4.65,11600.0,53997.7,0.0,2.054,0.0
Fresno,Pasture,2003,4.65,11600.0,53997.7,0.0,7.073,0.0
Fresno,Pasture,2004,5.33,10500.0,55957.1,0.0,2.05918,0.0
Fresno,Pasture,2004,5.33,10500.0,55957.1,0.0,6.9945,0.0
Fresno,Pasture,2005,4.29,12000.0,51522.5,0.0,2.78988,0.0
Fresno,Pasture,2005,4.29,12000.0,51522.5,0.0,6.892,0.0
Fresno,Pasture,2006,4.49,9900.0,44436.8,0.0,2.32151,0.0
Fresno,Pasture,2006,4.49,9900.0,44436.8,0.0,6.792,0.0
Fresno,Pasture,2007,5.46,8500.0,46441.9,0.0,2.96966,0.0
Fresno,Pasture,2007,5.46,8500.0,46441.9,0.0,6.7005,0.0
Fresno,Pasture,2008,5.51,21900.0,120650.2,0.0,0.84404,0.0
Fresno,Pasture,2008,5.51,21900.0,120650.2,0.0,6.5735,0.0
Fresno,Pasture,2009,5.6,36300.0,203371.6,0.0,0.98124,0.0
Fresno,Pasture,2009,5.6,36300.0,203371.6,0.0,6.5855,0.0
Fresno,Pasture,2010,4.71,37000.0,174133.5,0.0,1.10357,0.0
Fresno,Pasture,2010,4.71,37000.0,174133.5,0.0,6.53,0.0
Fresno,Pasture,2011,4.91,32700.0,160703.0,0.0,0.93739,0.0
Fresno,Pasture,2011,4.91,32700.0,160703.0,0.0,6.4205,0.0
Fresno,Pasture,2012,5.59,34100.0,190631.41,0.0,0.89866,0.0
Fresno,Pasture,2012,5.59,34100.0,190631.41,0.0,6.3465,0.0
Fresno,Pasture,2013,5.75,33200.0,190818.33,,,
Fresno,Pasture,2014,6.11,27900.0,170429.48,,,
Fresno,Pasture,2015,5.68,25100.0,142637.46,,,
Fresno,Pasture,2016,5.28,7359.0,38824.48,,,
Fresno,Pasture,2017,4.74,11737.07,55665.97,,,
Fresno,Pasture,2018,5.09,13805.0,70308.17,,,
Fresno,Pasture,2019,4.52,13003.0,58831.73,,,
Fresno,Pasture,2020,4.87,6030.06,29384.84,,,
Fresno,Potatoes,2001,2.31,100.0,230.8,,,
Fresno,Potatoes,2006,1.48,500.0,739.3,,,
Fresno,Potatoes,2016,2.45,3.0,7.35,,,
Fresno,Potatoes,2017,2.57,256.28,659.76,,,
Fresno,Potatoes,2019,2.49,273.0,679.14,,,
Fresno,Rice,1998,4.77,5600.0,26706.4,254.77,3.87186,667.49
Fresno,Rice,1999,5.39,5600.0,30156.0,360.1,7.38281,1271.16
Fresno,Rice,2000,5.23,6000.0,31386.0,270.05,6.64389,1077.51
Fresno,Rice,2001,5.54,5400.0,29905.2,254.28,5.56826,991.68
Fresno,Rice,2002,5.46,5400.0,29473.2,254.11,4.54833,785.21
Fresno,Rice,2003,5.36,5000.0,26820.0,353.65,6.86081,1326.19
Fresno,Rice,2004,5.48,6300.0,34536.6,335.74,7.58763,1148.22
Fresno,Rice,2005,5.19,5300.0,27517.6,330.82,4.69759,863.43
Fresno,Rice,2006,5.51,3500.0,19295.5,326.02,3.58618,997.61
Fresno,Rice,2007,5.61,2600.0,14593.8,325.71,2.67082,993.42
Fresno,Rice,2008,5.74,2700.0,15484.5,420.74,3.21444,1148.63
Fresno,Rice,2009,5.8,2500.0,14510.0,554.6,3.6049,1386.51
Fresno,Rice,2010,5.27,2500.0,13165.77,365.64,2.66555,1005.52
Fresno,Rice,2011,3.95,3200.0,12636.22,410.91,4.64331,1388.88
Fresno,Rice,2012,4.48,3100.0,13875.68,415.1,4.1925,1295.1
Fresno,Rice,2016,4.45,1742.0,7751.9,,,
Fresno,Rice,2017,4.5,1661.85,7478.33,,,
Fresno,Rice,2018,4.45,1539.0,6848.55,,,
Fresno,Rice,2019,4.28,1860.0,7960.8,,,
Fresno,Rice,2020,4.45,1708.27,7601.8,,,
Fresno,Safflower,1998,1.03,10400.0,10710.0,414.74,1.65006,580.63
Fresno,Safflower,1999,2.03,5800.0,11780.0,261.62,3.24385,533.71
Fresno,Safflower,2000,1.77,2200.0,3900.0,211.98,1.61161,525.7
Fresno,Safflower,2001,1.94,2800.0,5440.0,351.97,1.75983,390.68
Fresno,Safflower,2002,1.49,3000.0,4480.5,359.76,3.02508,586.4
Fresno,Safflower,2003,1.1,2600.0,2852.3,,,
Fresno,Safflower,2004,2.47,1700.0,4204.0,,,
Fresno,Safflower,2005,1.71,1900.0,3244.6,,,
Fresno,Safflower,2006,2.07,1900.0,3926.2,,,
Fresno,Safflower,2007,2.53,7000.0,17685.9,,,
Fresno,Safflower,2008,2.29,39100.0,89494.1,,,
Fresno,Safflower,2009,2.78,2700.0,7515.8,,,
Fresno,Safflower,2010,2.09,2000.0,4186.19,,,
Fresno,Safflower,2011,2.16,2100.0,4537.17,,,
Fresno,Safflower,2012,2.45,1300.0,3186.16,,,
Fresno,Safflower,2013,2.84,1000.0,2840.5,,,
Fresno,Safflower,2014,2.56,300.0,769.35,,,
Fresno,Safflower,2015,2.4,500.0,1199.46,,,
Fresno,Safflower,2016,2.52,287.0,724.13,,,
Fresno,Safflower,2017,2.49,207.5,515.8,,,
Fresno,Safflower,2018,2.44,56.0,136.77,,,
Fresno,Safflower,2019,2.13,21.0,44.7,,,
Fresno,Safflower,2020,2.53,145.83,368.95,,,
Fresno,Sugar Beets,1998,1.14,27000.0,30667.5,54.8,44.28196,1592.62
Fresno,Sugar Beets,1999,2.38,19500.0,46492.6,49.97,33.83186,1658.61
Fresno,Sugar Beets,2000,2.4,19600.0,46976.8,50.82,34.70767,1817.2
Fresno,Sugar Beets,2001,2.32,11400.0,26426.0,51.72,22.18685,2016.99
Fresno,Sugar Beets,2002,3.25,11500.0,37330.7,52.82,23.34697,1961.78
Fresno,Sugar Beets,2003,2.57,10600.0,27273.7,53.75,19.94303,1704.56
Fresno,Sugar Beets,2004,3.23,10000.0,32289.5,54.56,24.00512,2143.55
Fresno,Sugar Beets,2005,2.18,10100.0,22034.1,49.62,17.96331,1678.73
Fresno,Sugar Beets,2006,2.78,9900.0,27539.4,48.9,16.72462,1506.68
Fresno,Sugar Beets,2007,4.06,8000.0,32460.0,50.92,18.28164,1708.49
Fresno,Sugar Beets,2008,3.21,5600.0,17973.5,59.16,11.35901,1958.25
Fresno,Sugar Beets,2009,2.73,200.0,546.8,,,
Fresno,Sugar Beets,2011,3.98,100.0,398.46,,,
Fresno,Tomato Fresh,1998,1.83,4500.0,8256.1,,,
Fresno,Tomato Fresh,1999,2.56,6500.0,16633.1,,,
Fresno,Tomato Fresh,2000,2.36,6100.0,14404.5,,,
Fresno,Tomato Fresh,2001,2.45,7500.0,18369.6,,,
Fresno,Tomato Fresh,2002,2.19,4700.0,10314.6,,,
Fresno,Tomato Fresh,2003,1.62,9100.0,14756.2,,,
Fresno,Tomato Fresh,2004,2.17,11300.0,24502.1,,,
Fresno,Tomato Fresh,2005,1.44,11400.0,16443.4,,,
Fresno,Tomato Fresh,2006,1.87,13700.0,25687.4,,,
Fresno,Tomato Fresh,2007,2.55,6900.0,17626.2,,,
Fresno,Tomato Fresh,2008,1.99,4100.0,8172.0,,,
Fresno,Tomato Fresh,2009,2.41,7000.0,16847.0,,,
Fresno,Tomato Fresh,2010,1.7,9300.0,15825.15,,,
Fresno,Tomato Fresh,2011,1.48,11000.0,16288.07,,,
Fresno,Tomato Fresh,2012,1.73,8000.0,13846.39,,,
Fresno,Tomato Fresh,2013,1.82,10200.0,18541.11,,,
Fresno,Tomato Fresh,2014,2.03,8200.0,16664.02,,,
Fresno,Tomato Fresh,2015,1.83,9900.0,18151.54,,,
Fresno,Tomato Processing,1998,2.18,99200.0,215902.1,,,
Fresno,Tomato Processing,1999,2.73,110400.0,301877.0,,,
Fresno,Tomato Processing,2000,2.38,101500.0,241748.9,,,
Fresno,Tomato Processing,2001,2.5,95300.0,238705.7,,,
Fresno,Tomato Processing,2002,2.35,112500.0,264410.2,,,
Fresno,Tomato Processing,2003,2.23,125100.0,279096.4,,,
Fresno,Tomato Processing,2004,2.46,104800.0,257780.0,,,
Fresno,Tomato Processing,2005,1.93,109000.0,210160.0,,,
Fresno,Tomato Processing,2006,2.28,105100.0,239849.3,,,
Fresno,Tomato Processing,2007,2.72,120300.0,327273.7,,,
Fresno,Tomato Processing,2008,2.44,104100.0,253618.5,,,
Fresno,Tomato Processing,2009,2.87,107100.0,306941.3,,,
Fresno,Tomato Processing,2010,2.15,100900.0,216831.38,,,
Fresno,Tomato Processing,2011,2.48,92000.0,228555.67,,,
Fresno,Tomato Processing,2012,2.6,97300.0,253125.32,,,
Fresno,Tomato Processing,2013,2.75,97300.0,267386.74,,,
Fresno,Tomato Processing,2014,2.86,85700.0,245514.2,,,
Fresno,Tomato Processing,2015,2.71,92700.0,251164.43,,,
Fresno,Tomato Processing,2016,2.77,86585.0,239722.72,,,
Fresno,Tomato Processing,2017,2.23,75093.83,167386.24,,,
Fresno,Tomato Processing,2018,2.33,76586.0,178392.84,,,
Fresno,Tomato Processing,2019,2.15,76012.0,163210.1,,,
Fresno,Tomato Processing,2020,2.21,71389.27,157915.03,,,
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,2666.16,14.9305,5572.27
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,1109.42,5.14717,11415.92
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,592.48,25.71363,2855.75
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,305.13,40.27679,3627.96
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,899.09,7.13938,7210.69
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,444.36,167.26303,8389.52
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,980.55,26.37721,10903.76
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,518.42,11.19787,7563.75
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,0.0,4.59172,0.0
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,860.58,7.10828,5920.77
Fresno,Truck Crops,1998,1.4,40900.0,57191.1,0.0,34.36236,0.0
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,2877.87,18.27402,6647.88
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,1284.61,7.1932,15813.49
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,702.56,46.51035,3442.57
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,308.66,25.18649,3703.9
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,765.77,9.11276,10720.72
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,424.77,144.06098,6864.32
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,780.46,36.2923,8436.81
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,520.31,27.52494,11051.37
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,0.0,6.21725,0.0
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,909.81,15.92234,9825.91
Fresno,Truck Crops,1999,1.47,54000.0,79184.8,0.0,43.91174,0.0
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,2572.77,17.46926,6740.65
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,1104.9,10.5074,21269.25
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,694.01,44.06952,5767.21
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,376.04,32.86666,4399.69
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,766.6,6.77747,7443.72
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,447.19,158.30356,7915.18
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,1222.5,60.88107,12689.55
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,518.33,25.76106,10822.69
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,0.0,10.94733,0.0
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,823.23,8.23227,6100.11
Fresno,Truck Crops,2000,1.65,47300.0,78029.9,0.0,45.98167,0.0
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,2246.84,13.59311,6066.47
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,2802.81,5.18469,24692.73
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,601.94,33.64805,3984.81
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,362.02,26.53688,4206.71
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,639.29,6.34115,7505.23
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,372.08,126.67939,6280.7
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,876.33,46.97107,8193.65
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,1063.08,38.27102,23334.69
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,0.0,4.78531,0.0
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,645.03,7.4186,5495.68
Fresno,Truck Crops,2001,1.59,48300.0,76801.5,0.0,45.81748,0.0
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,2248.47,17.06553,7757.22
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,631.0,32.87477,4909.17
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,331.2,33.45152,4130.1
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,749.49,6.4913,8551.68
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,344.05,108.19209,5184.86
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,643.85,72.75478,10076.21
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,720.94,24.51189,16343.66
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,0.0,3.10931,0.0
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,719.51,10.4329,8346.32
Fresno,Truck Crops,2002,1.33,49200.0,65311.3,0.0,45.7246,0.0
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,3451.55,28.16469,12805.26
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,918.08,110.16905,10392.61
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,355.06,42.96282,4367.29
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,721.45,7.57518,9602.45
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,462.53,168.08419,8603.09
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,1130.27,70.07645,10477.56
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,797.85,58.56161,23616.32
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,0.0,19.95435,0.0
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,819.04,14.66091,9975.9
Fresno,Truck Crops,2003,1.17,49800.0,58196.5,0.0,54.64883,0.0
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,3944.9,35.70133,18698.82
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,832.35,73.41287,5826.42
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,372.11,30.06656,4175.05
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,698.01,8.79488,10595.77
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,385.37,136.42213,6925.09
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,854.73,82.39521,9256.7
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,968.05,51.59703,26737.62
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,0.0,8.73333,0.0
Fresno,Truck Crops,2004,1.36,72400.0,98761.4,779.19,22.05086,10838.5
Fresno,Truck Crops,2005,0.8,75100.0,60065.6,3225.5,20.06261,13031.01
Fresno,Truck Crops,2005,0.8,75100.0,60065.6,719.52,62.67033,5856.93
Fresno,Truck Crops,2005,0.8,75100.0,60065.6,609.25,43.8662,6202.19
Fresno,Truck Crops,2005,0.8,75100.0,60065.6,671.25,9.33039,11109.24
Fresno,Truck Crops,2005,0.8,75100.0,60065.6,420.01,161.8283,9408.27
Fresno,Truck Crops,2005,0.8,75100.0,60065.6,820.15,86.11554,8439.32
